STATION,NAME,DATE,PRCP,SNOW,SNWD,WESD,WESF
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/11/19,0.02,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/12/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/13/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/14/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/15/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/16/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/17/19,3.09,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/18/19,0.03,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/19/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/20/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/21/19,0.23,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/22/19,0.02,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/23/19,0.72,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/24/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/25/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/26/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/27/19,0.05,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/28/19,2.19,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/29/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/30/19,0.35,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",10/31/19,0.33,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/1/19,0.57,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/2/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/3/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/4/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/5/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/6/19,0.04,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/7/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/8/19,0.13,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/9/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/10/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/11/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/12/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/13/19,0.14,0,0,0,
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/14/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/15/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/16/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/17/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/18/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/19/19,0.4,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/20/19,0.02,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/21/19,0.02,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/22/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/23/19,0.12,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/24/19,0.39,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/25/19,0.49,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/26/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/27/19,0.02,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/28/19,0.06,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/29/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",11/30/19,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/1/19,0,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/2/19,0.63,0,,,
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/3/19,0.2,1.8,,,0.1
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/4/19,0,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/5/19,0,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/6/19,0,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/7/19,0,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/8/19,0,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/9/19,0.25,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/10/19,1.36,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/11/19,0.47,1.7,,,0.1
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/12/19,0,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/13/19,0,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/14/19,2.67,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/15/19,0.31,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/16/19,0,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/28/19,,,0,0,
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/29/19,0,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",12/30/19,0.76,0,,,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/1/20,0.02,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/2/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/3/20,0.04,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/4/20,0.25,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/5/20,0.13,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/6/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/7/20,0.01,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/8/20,0.08,0.2,0,,
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/9/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/10/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/11/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/12/20,0.2,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/13/20,0.02,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/14/20,0.01,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/15/20,0.03,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/16/20,0.07,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/17/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/18/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/19/20,0.38,3.5,3.5,0.3,0.3
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/20/20,0,0,2.5,0.4,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/21/20,0,0,2,0.3,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/22/20,0,0,2,0.3,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/23/20,0,0,1.5,0.3,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/24/20,0,0,1,0.3,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/25/20,0,0,0.5,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/26/20,1.05,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/27/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/28/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/29/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/30/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",1/31/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/1/20,0.03,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/2/20,0.02,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/3/20,0.01,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/4/20,0.01,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/5/20,0.05,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/6/20,0.23,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/7/20,0.16,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/8/20,0.24,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/9/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/10/20,0.12,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/11/20,0.29,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/12/20,0.24,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/13/20,0.75,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/14/20,0.15,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/15/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/16/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/17/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/18/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/19/20,0.11,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/20/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/21/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/22/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/23/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/24/20,0,0,0,0,0
US1CTNH0057,"NEW HAVEN 2.9 NNW, CT US",2/25/20,0,0,0,0,0
